date,NO2
2011-07-11,37.79750000000001
2011-07-12,12.176041666666665
2011-07-13,16.110625
2011-07-14,18.875416666666666
2011-07-15,40.01479166666667
2011-07-16,40.988749999999996
2011-07-17,13.950624999999999
2011-07-18,25.664375
2011-07-19,31.497083333333336
2011-07-20,35.778958333333335
2011-07-21,20.454375
2011-07-22,18.915267857142858
2011-07-23,13.900208333333333
2011-07-24,13.986666666666668
2011-07-25,39.77708333333333
2011-07-26,29.303541666666668
2011-07-27,31.787083333333335
2011-07-28,21.546458333333334
2011-07-29,22.049791666666664
2011-07-30,19.370416666666667
2011-07-31,23.93041666666667
2011-08-01,45.36291666666666
2011-08-02,46.28770833333333
2011-08-03,42.69958333333333
2011-08-04,41.658125
2011-08-05,25.665208333333332
2011-08-06,25.165
2011-08-07,17.509375
2011-08-08,25.797708333333333
2011-08-09,18.753333333333334
2011-08-10,32.26958333333333
2011-08-11,25.91833333333333
2011-08-12,27.615000000000002
2011-08-13,35.10354166666667
2011-08-14,25.012291666666663
2011-08-15,36.50604166666667
2011-08-16,49.28583333333333
2011-08-17,28.030625
2011-08-18,26.647708333333334
2011-08-19,35.136874999999996
2011-08-20,43.45895833333333
2011-08-21,34.82125
2011-08-22,42.59448369565217
2011-08-23,44.40104166666667
2011-08-24,44.204429347826085
2011-08-25,48.07416666666667
2011-08-26,40.28661231884058
2011-08-27,31.075208333333336
2011-08-28,24.26625
2011-08-29,33.485
2011-08-30,51.518125
2011-08-31,38.77083333333333
2011-09-01,38.88346014492754
2011-09-02,56.04291666666667
2011-09-03,55.11770833333333
2011-09-04,33.30041666666667
2011-09-05,29.383541666666666
2011-09-06,28.576875
2011-09-07,27.647708333333334
2011-09-08,42.153125
2011-09-09,38.56041666666667
2011-09-10,32.317499999999995
2011-09-11,25.408125
2011-09-12,26.285416666666663
2011-09-13,25.009583333333335
2011-09-14,35.57333333333334
2011-09-15,36.94916666666667
2011-09-16,48.52875
2011-09-17,30.696458333333332
2011-09-18,27.831874999999997
2011-09-19,45.00897727272727
2011-09-20,44.6325
2011-09-21,43.40229166666666
2011-09-22,38.72833333333333
2011-09-23,56.12229166666667
2011-09-24,63.416458333333324
2011-09-25,58.554166666666674
2011-09-26,53.06741666666667
2011-09-27,52.22375000000001
2011-09-28,60.256249999999994
2011-09-29,73.48375
2011-09-30,76.8125
2011-10-01,71.83812499999999
2011-10-02,79.00916666666666
2011-10-03,73.49295833333335
2011-10-04,41.20604166666667
2011-10-05,31.299374999999998
2011-10-06,31.440534420289858
2011-10-07,34.738749999999996
2011-10-08,38.13854166666667
2011-10-09,37.21520833333334
2011-10-10,26.220625
2011-10-11,28.755833333333335
2011-10-12,52.50608695652174
2011-10-13,54.29738095238095
2011-10-14,59.12652173913043
2011-10-15,49.3295652173913
2011-10-16,49.391304347826086
2011-10-17,51.44695652173913
2011-10-18,36.30913043478261
2011-10-19,51.49217391304349
2011-10-20,54.61521739130435
2011-10-21,72.31608695652174
2011-10-22,48.02304347826087
2011-10-23,33.56478260869565
2011-10-24,39.98521739130435
2011-10-25,48.568260869565215
2011-10-26,48.65608695652175
2011-10-27,51.2425
2011-10-28,53.95083333333334
2011-10-29,53.395416666666655
2011-10-30,35.18666666666667
2011-10-31,51.849545454545456
2011-11-01,52.416666666666664
2011-11-02,54.059999999999995
2011-11-03,47.3725
2011-11-04,57.44875
2011-11-05,65.48708333333333
2011-11-06,
2011-11-07,25.993913043478262
2011-11-08,41.57666666666666
2011-11-09,50.52583333333333
2011-11-10,49.7475
2011-11-11,41.91416666666667
2011-11-12,46.94291666666666
2011-11-13,40.77
2011-11-14,49.41958333333333
2011-11-15,45.529583333333335
2011-11-16,53.67666666666667
2011-11-17,52.82249999999999
2011-11-18,55.80083333333334
2011-11-19,64.63
2011-11-20,49.85
2011-11-21,47.86625
2011-11-22,64.09458333333333
2011-11-23,69.35208333333334
2011-11-24,52.72833333333333
2011-11-25,43.96208333333334
2011-11-26,30.43416666666667
2011-11-27,17.59625
2011-11-28,64.81625
2011-11-29,37.830000000000005
2011-11-30,53.32739130434783
2011-12-01,41.55833333333334
2011-12-02,49.739166666666655
2011-12-03,30.14625
2011-12-04,24.409166666666668
2011-12-05,30.02125
2011-12-06,41.06458333333333
2011-12-07,23.911249999999995
2011-12-08,38.213750000000005
2011-12-09,30.707083333333333
2011-12-10,41.905
2011-12-11,42.89458333333334
2011-12-12,38.45375000000001
2011-12-13,28.30916666666667
2011-12-14,40.828333333333326
2011-12-15,36.5825
2011-12-16,36.13166666666667
2011-12-17,34.04666666666667
2011-12-18,29.666666666666668
2011-12-19,50.45208333333333
2011-12-20,30.456249999999997
2011-12-21,52.7775
2011-12-22,44.310833333333335
2011-12-23,38.88916666666667
2011-12-24,22.58458333333333
2011-12-25,13.907083333333333
2011-12-26,15.742083333333333
2011-12-27,42.36291666666667
2011-12-28,28.138333333333332
2011-12-29,24.29375
2011-12-30,28.462500000000002
2011-12-31,32.79125
2012-01-01,14.717916666666667
2012-01-02,33.37958333333333
2012-01-03,20.77125
2012-01-04,19.729583333333334
2012-01-05,13.417499999999999
2012-01-06,28.994583333333335
2012-01-07,15.148333333333333
2012-01-08,17.793333333333333
2012-01-09,41.655833333333334
2012-01-10,51.73791666666667
2012-01-11,50.182791666666674
2012-01-12,28.24416666666667
2012-01-13,30.541666666666664
2012-01-14,42.17270833333333
2012-01-15,44.798125
2012-01-16,63.23909420289854
2012-01-17,84.48953260869567
2012-01-18,52.66929924242424
2012-01-19,43.722859848484845
2012-01-20,38.086875000000006
2012-01-21,20.010009881422924
2012-01-22,15.925
2012-01-23,39.00431818181818
2012-01-24,69.14814393939395
2012-01-25,50.864564393939396
2012-01-26,49.00475378787879
2012-01-27,58.68973484848485
2012-01-28,45.1411553030303
2012-01-29,16.24306818181818
2012-01-30,39.37354166666667
2012-01-31,33.04657196969697
2012-02-01,24.97845238095238
2012-02-02,27.04375
2012-02-03,59.310089285714284
2012-02-04,60.66526785714286
2012-02-05,52.71050595238095
2012-02-06,70.10059523809525
2012-02-07,41.58770833333334
2012-02-08,26.756685606060607
2012-02-09,48.171136363636364
2012-02-10,42.27026315789474
2012-02-11,39.465295454545455
2012-02-12,55.6357683982684
2012-02-13,58.64285714285714
2012-02-14,28.059166666666663
2012-02-15,18.64395833333333
2012-02-16,47.79666666666666
2012-02-17,45.95104166666667
2012-02-18,21.169648033126293
2012-02-19,21.006456521739132
2012-02-20,54.88596590909091
2012-02-21,43.96192640692641
2012-02-22,34.805416666666666
2012-02-23,39.50791666666667
2012-02-24,44.71208333333334
2012-02-25,35.673541666666665
2012-02-26,21.995208333333334
2012-02-27,45.108333333333334
2012-02-28,44.12916666666666
2012-02-29,43.732083333333335
2012-03-01,48.017594696969695
2012-03-02,42.997083333333336
2012-03-03,39.32125
2012-03-04,27.610625
2012-03-05,31.527083333333334
2012-03-06,43.563541666666666
2012-03-07,45.910637254901964
2012-03-08,39.46972727272727
2012-03-09,45.80399621212121
2012-03-10,31.650719696969695
2012-03-11,25.786761363636366
2012-03-12,34.254337121212124
2012-03-13,27.08528409090909
2012-03-14,37.66375
2012-03-15,60.96625
2012-03-16,55.049166666666665
2012-03-17,29.973333333333333
2012-03-18,19.071875
2012-03-19,48.38880681818182
2012-03-20,51.69049242424242
2012-03-21,55.769602272727276
2012-03-22,28.84645833333333
2012-03-23,34.162708333333335
2012-03-24,19.593125
2012-03-25,12.978465909090911
2012-03-26,25.398257575757576
2012-03-27,37.548125
2012-03-28,44.96583333333333
2012-03-29,35.15375
2012-03-30,21.698124999999997
2012-03-31,15.434166666666666
2012-04-01,27.165416666666665
2012-04-02,53.616458333333334
2012-04-03,57.63
2012-04-04,29.328124999999996
2012-04-05,23.377916666666664
2012-04-06,29.79229166666667
2012-04-07,13.251458333333334
2012-04-08,22.74020833333333
2012-04-09,17.518124999999998
2012-04-10,40.28895833333333
2012-04-11,37.07395833333334
2012-04-12,48.03919642857143
2012-04-13,42.299791666666664
2012-04-14,15.778958333333332
2012-04-15,8.644166666666667
2012-04-16,31.594287280701757
2012-04-17,44.858125
2012-04-18,27.022708333333334
2012-04-19,36.592083333333335
2012-04-20,44.57625
2012-04-21,28.17666666666667
2012-04-22,20.7725
2012-04-23,30.624791666666667
2012-04-24,33.771249999999995
2012-04-25,27.83416666666667
2012-04-26,27.731041666666666
2012-04-27,38.59791666666666
2012-04-28,16.44625
2012-04-29,33.48645833333333
2012-04-30,30.87375
2012-05-01,32.59488224637681
2012-05-02,31.78307065217391
2012-05-03,42.82236413043478
2012-05-04,28.93975378787879
2012-05-05,6.723333333333334
2012-05-06,8.600416666666666
2012-05-07,35.35386029411764
2012-05-08,46.95278508771929
2012-05-09,36.03875
2012-05-10,28.644909420289856
2012-05-11,22.052083333333336
2012-05-12,20.097916666666663
2012-05-13,33.11749999999999
2012-05-14,35.75
2012-05-15,30.249791666666667
2012-05-16,24.21541666666667
2012-05-17,27.660208333333337
2012-05-18,40.2975
2012-05-19,22.68208333333333
2012-05-20,17.20520833333333
2012-05-21,17.203750000000003
2012-05-22,22.173125
2012-05-23,35.390208333333334
2012-05-24,23.48916666666667
2012-05-25,19.667916666666667
2012-05-26,19.365833333333335
2012-05-27,12.470208333333332
2012-05-28,15.073134057971014
2012-05-29,27.17916666666667
2012-05-30,38.101794871794866
2012-05-31,37.25309782608696
2012-06-01,27.994085144927535
2012-06-02,19.29091485507246
2012-06-03,17.875507246376813
2012-06-04,27.038958333333333
2012-06-05,41.97566287878788
2012-06-06,36.447500000000005
2012-06-07,36.955535714285716
2012-06-08,22.18208333333333
2012-06-09,16.704791666666665
2012-06-10,15.182916666666667
2012-06-11,37.452083333333334
2012-06-12,13.880297619047617
2012-06-13,25.3925
2012-06-14,30.004910714285717
2012-06-15,40.88
2012-06-16,18.42375
2012-06-17,18.17570652173913
2012-06-18,32.67906702898551
2012-06-19,37.020624999999995
2012-06-20,17.904791666666668
2012-06-21,34.00354166666666
2012-06-22,21.875416666666666
2012-06-23,15.936458333333333
2012-06-24,18.622083333333332
2012-06-25,24.381875
2012-06-26,33.36458333333333
2012-06-27,33.297916666666666
2012-06-28,42.36208333333333
2012-06-29,36.572916666666664
2012-06-30,22.187291666666667
2012-07-01,13.657708333333334
2012-07-02,35.37895833333334
2012-07-03,50.3175
2012-07-04,45.45729166666667
2012-07-05,39.91395833333334
2012-07-06,40.525416666666665
2012-07-07,26.935625
2012-07-08,19.774791666666665
2012-07-09,25.3225
2012-07-10,27.834375
2012-07-11,21.159374999999997
2012-07-12,30.560625
2012-07-13,26.971947463768114
2012-07-14,19.092980072463767
2012-07-15,15.059791666666667
2012-07-16,22.508541666666666
2012-07-17,23.26666666666667
2012-07-18,15.867916666666666
2012-07-19,20.251458333333332
2012-07-20,22.588749999999997
2012-07-21,20.675208333333334
2012-07-22,27.122083333333332
2012-07-23,40.14083333333333
2012-07-24,47.164431818181825
2012-07-25,27.695208333333333
2012-07-26,14.297083333333333
2012-07-27,30.417916666666667
2012-07-28,17.25625
2012-07-29,17.259791666666665
2012-07-30,22.371458333333333
2012-07-31,36.77645833333333
2012-08-01,30.74716485507247
2012-08-02,30.808750000000003
2012-08-03,30.016458333333333
2012-08-04,23.34875
2012-08-05,19.985208333333333
2012-08-06,21.808958333333333
2012-08-07,26.228541666666665
2012-08-08,29.610208333333333
2012-08-09,20.042708333333334
2012-08-10,21.750208333333333
2012-08-11,19.87020833333333
2012-08-12,17.176041666666666
2012-08-13,42.847500000000004
2012-08-14,46.088541666666664
2012-08-15,37.0125
2012-08-16,41.440416666666664
2012-08-17,47.23520833333333
2012-08-18,41.23229166666666
2012-08-19,37.48666666666667
2012-08-20,34.147744565217394
2012-08-21,35.24333333333333
2012-08-22,25.592708333333334
2012-08-23,28.113958333333333
2012-08-24,39.51354166666667
2012-08-25,19.591041666666666
2012-08-26,18.38791666666667
2012-08-27,39.009166666666665
2012-08-28,44.58333333333333
2012-08-29,36.326458333333335
2012-08-30,40.93145833333334
2012-08-31,20.636875
2012-09-01,38.67208333333333
2012-09-02,27.942083333333336
2012-09-03,36.67
2012-09-04,40.364583333333336
2012-09-05,17.447499999999998
2012-09-06,37.024375
2012-09-07,41.26766798418973
2012-09-08,47.277364130434776
2012-09-09,49.30848731884058
2012-09-10,38.308152173913044
2012-09-11,34.232282608695655
2012-09-12,34.013125
2012-09-13,28.035760869565216
2012-09-14,33.47481884057971
2012-09-15,35.59375
2012-09-16,29.55949275362319
2012-09-17,30.811041666666668
2012-09-18,34.7460597826087
2012-09-19,43.84964015151515
2012-09-20,54.97163043478261
2012-09-21,62.76978260869565
2012-09-22,28.8013134057971
2012-09-23,20.459320652173915
2012-09-24,26.019628623188403
2012-09-25,31.609528985507247
2012-09-26,34.849109848484844
2012-09-27,42.62354166666667
2012-09-28,43.82644927536232
2012-09-29,25.74220108695652
2012-09-30,33.843106884057974
2012-10-01,43.21209239130435
2012-10-02,40.07616071428572
2012-10-03,35.46791666666667
2012-10-04,43.02985119047619
2012-10-05,32.88686594202899
2012-10-06,35.18985507246377
2012-10-07,41.17228260869565
2012-10-08,52.62770833333333
2012-10-09,47.92854166666666
2012-10-10,55.135625
2012-10-11,52.33583333333334
2012-10-12,35.46541666666667
2012-10-13,32.65270833333334
2012-10-14,25.444791666666667
2012-10-15,39.70854166666666
2012-10-16,32.12354166666667
2012-10-17,35.484375
2012-10-18,53.75625000000001
2012-10-19,56.928124999999994
2012-10-20,30.360625
2012-10-21,14.129583333333334
2012-10-22,45.72969202898551
2012-10-23,32.8252818627451
2012-10-24,28.163125
2012-10-25,19.395208333333333
2012-10-26,27.675416666666663
2012-10-27,24.098333333333336
2012-10-28,37.21666666666667
2012-10-29,37.86416666666666
2012-10-30,60.642105263157895
2012-10-31,50.132708333333326
2012-11-01,36.276875000000004
2012-11-02,34.793125
2012-11-03,35.74104166666666
2012-11-04,30.557083333333328
2012-11-05,54.150666666666666
2012-11-06,47.37916666666666
2012-11-07,34.14125
2012-11-08,38.41285087719298
2012-11-09,51.98416666666666
2012-11-10,32.606875
2012-11-11,27.18919642857143
2012-11-12,45.93410256410257
2012-11-13,39.92166666666667
2012-11-14,53.57833333333333
2012-11-15,50.13826086956521
2012-11-16,43.74285984848485
2012-11-17,36.729791666666664
2012-11-18,51.735625
2012-11-19,44.70229166666667
2012-11-20,40.586666666666666
2012-11-21,39.728125
2012-11-22,39.867916666666666
2012-11-23,51.994791666666664
2012-11-24,44.189375
2012-11-25,15.920833333333333
2012-11-26,43.90979166666666
2012-11-27,55.341458333333335
2012-11-28,39.47020833333333
2012-11-29,31.666875
2012-11-30,74.93729166666667
2012-12-01,41.86432971014493
2012-12-02,41.19
2012-12-03,48.44895833333334
2012-12-04,48.2075
2012-12-05,62.741875
2012-12-06,58.96416666666667
2012-12-07,36.95979166666667
2012-12-08,50.06854166666666
2012-12-09,21.209791666666668
2012-12-10,20.446458333333336
2012-12-11,42.95770833333333
2012-12-12,58.38520833333334
2012-12-13,65.05232954545455
2012-12-14,45.31583333333333
2012-12-15,29.337083333333332
2012-12-16,29.00541666666666
2012-12-17,56.345416666666665
2012-12-18,62.34354166666666
2012-12-19,58.00083333333333
2012-12-20,46.017291666666665
2012-12-21,49.47
2012-12-22,33.252291666666665
2012-12-23,16.73979166666667
2012-12-24,26.545625
2012-12-25,15.067499999999999
2012-12-26,16.821875
2012-12-27,31.714375000000004
2012-12-28,34.48625
2012-12-29,18.03333333333333
2012-12-30,13.07125
2012-12-31,18.60333333333333
2013-01-01,18.929166666666667
2013-01-02,35.39708333333333
2013-01-03,39.62125
2013-01-04,28.496123737373736
2013-01-05,29.75180555555556
2013-01-06,28.570277777777775
2013-01-07,36.74680555555556
2013-01-08,37.14722222222222
2013-01-09,42.17486111111111
2013-01-10,41.92958333333333
2013-01-11,54.29152777777778
2013-01-12,43.74055555555555
2013-01-13,21.785694444444445
2013-01-14,43.29763888888888
2013-01-15,39.96763888888889
2013-01-16,51.00678571428571
2013-01-17,42.83277777777778
2013-01-18,36.02597222222223
2013-01-19,14.312222222222223
2013-01-20,16.84097222222222
2013-01-21,40.404444444444444
2013-01-22,45.94166666666666
2013-01-23,44.21819444444444
2013-01-24,43.97
2013-01-25,55.177083333333336
2013-01-26,39.543055555555554
2013-01-27,22.021527777777777
2013-01-28,32.80486111111111
2013-01-29,22.13611111111111
2013-01-30,22.495077294685988
2013-01-31,26.107361111111114
2013-02-01,39.53866161616162
2013-02-02,17.13625
2013-02-03,23.034507575757576
2013-02-04,27.234136473429952
2013-02-05,33.77680555555556
2013-02-06,28.319861111111113
2013-02-07,34.725
2013-02-08,29.944333333333333
2013-02-09,44.533055555555556
2013-02-10,23.702083333333334
2013-02-11,26.70436507936508
2013-02-12,30.174583333333334
2013-02-13,48.31125
2013-02-14,45.75819444444445
2013-02-15,54.599583333333335
2013-02-16,47.16958333333333
2013-02-17,25.85205808080808
2013-02-18,48.70430555555555
2013-02-19,39.41430555555555
2013-02-20,21.885416666666668
2013-02-21,21.273333333333333
2013-02-22,19.93463383838384
2013-02-23,15.100833333333334
2013-02-24,13.316944444444445
2013-02-25,22.513809523809517
2013-02-26,23.525000000000002
2013-02-27,31.121805555555557
2013-02-28,26.607499999999998
2013-03-01,17.208055555555557
2013-03-02,16.567916666666665
2013-03-03,29.0575
2013-03-04,46.40277777777778
2013-03-05,61.38569444444445
2013-03-06,67.95069444444444
2013-03-07,44.99319444444444
2013-03-08,32.20402777777778
2013-03-09,28.89708333333333
2013-03-10,12.034251207729469
2013-03-11,14.932330917874395
2013-03-12,26.97814393939394
2013-03-13,51.153611111111104
2013-03-14,44.42638888888889
2013-03-15,54.89458333333332
2013-03-16,16.965833333333332
2013-03-17,18.548055555555553
2013-03-18,37.11388888888889
2013-03-19,36.89347222222222
2013-03-20,20.684166666666666
2013-03-21,33.277361111111105
2013-03-22,19.828333333333333
2013-03-23,10.080277777777779
2013-03-24,7.8725
2013-03-25,14.98763888888889
2013-03-26,17.21638888888889
2013-03-27,25.03347222222222
2013-03-28,25.544305555555557
2013-03-29,27.743055555555554
2013-03-30,19.080416666666665
2013-03-31,16.015555555555554
2013-04-01,11.081111111111108
2013-04-02,18.429444444444446
2013-04-03,20.297638888888887
2013-04-04,21.901805555555555
2013-04-05,17.548194444444444
2013-04-06,14.130277777777778
2013-04-07,15.319027777777778
2013-04-08,28.071388888888887
2013-04-09,41.01152777777778
2013-04-10,43.606944444444444
2013-04-11,34.100277777777784
2013-04-12,32.64847222222222
2013-04-13,20.251388888888894
2013-04-14,17.620694444444446
2013-04-15,48.45861111111111
2013-04-16,33.20416666666667
2013-04-17,38.17027777777778
2013-04-18,16.52625
2013-04-19,22.612638888888885
2013-04-20,12.609444444444444
2013-04-21,18.966805555555553
2013-04-22,37.71127923976608
2013-04-23,37.711527777777775
2013-04-24,42.04402777777778
2013-04-25,40.7515350877193
2013-04-26,25.338055555555556
2013-04-27,9.55
2013-04-28,19.475277777777777
2013-04-29,31.036944444444444
2013-04-30,19.763055555555557
2013-05-01,16.193472222222223
2013-05-02,22.989722222222223
2013-05-03,32.49958333333333
2013-05-04,22.403611111111115
2013-05-05,15.405555555555557
2013-05-06,23.722258771929827
2013-05-07,24.605736714975848
2013-05-08,30.35597222222222
2013-05-09,16.998611111111114
2013-05-10,18.125000000000004
2013-05-11,18.625
2013-05-12,12.574583333333331
2013-05-13,22.799381313131317
2013-05-14,33.330887681159425
2013-05-15,37.26624999999999
2013-05-16,33.022638888888885
2013-05-17,32.59041666666667
2013-05-18,27.19861111111111
2013-05-19,13.055833333333334
2013-05-20,27.140555555555554
2013-05-21,30.814444444444444
2013-05-22,16.977777777777778
2013-05-23,26.508194444444445
2013-05-24,26.30888888888889
2013-05-25,13.511527777777777
2013-05-26,12.956527777777778
2013-05-27,28.798333333333332
2013-05-28,25.33638888888889
2013-05-29,38.76902777777778
2013-05-30,26.081249999999997
2013-05-31,12.911944444444446
2013-06-01,10.67540404040404
2013-06-02,10.124040404040406
2013-06-03,9.387083333333335
2013-06-04,12.000972222222224
2013-06-05,15.289667874396136
2013-06-06,16.080676328502417
2013-06-07,14.579785353535355
2013-06-08,6.888472222222222
2013-06-09,5.550138888888888
2013-06-10,16.311944444444446
2013-06-11,37.79291666666667
2013-06-12,31.414444444444445
2013-06-13,19.706944444444442
2013-06-14,26.66325396825397
2013-06-15,14.818055555555558
2013-06-16,13.790555555555555
2013-06-17,20.052055555555555
2013-06-18,30.663888888888888
2013-06-19,22.806805555555556
2013-06-20,36.45763888888889
2013-06-21,25.063863636363635
2013-06-22,14.762361111111112
2013-06-23,11.256805555555557
2013-06-24,20.373055555555553
2013-06-25,19.626527777777778
2013-06-26,28.25232487922705
2013-06-27,21.163194444444446
2013-06-28,32.57736111111111
2013-06-29,15.799999999999997
2013-06-30,17.060416666666665
2013-07-01,22.721666666666668
2013-07-02,34.01694444444444
2013-07-03,28.68236111111111
2013-07-04,24.769583333333333
2013-07-05,22.447954545454547
2013-07-06,15.511944444444444
2013-07-07,8.58888888888889
2013-07-08,11.636527777777777
2013-07-09,12.464722222222221
2013-07-10,9.990277777777777
2013-07-11,11.49375
2013-07-12,23.636666666666667
2013-07-13,11.032559523809525
2013-07-14,16.069444444444446
2013-07-15,24.38949494949495
2013-07-16,25.899305555555557
2013-07-17,20.390833333333333
2013-07-18,13.935833333333333
2013-07-19,11.457361111111112
2013-07-20,11.86486111111111
2013-07-21,18.070972222222224
2013-07-22,26.12611111111111
2013-07-23,24.304166666666664
2013-07-24,40.928888888888885
2013-07-25,33.81458333333334
2013-07-26,40.09513888888889
2013-07-27,24.604166666666668
2013-07-28,15.294166666666667
2013-07-29,16.05277777777778
2013-07-30,15.336666666666666
2013-07-31,22.810000000000002
2013-08-01,25.954166666666666
2013-08-02,33.923863636363635
2013-08-03,21.86388888888889
2013-08-04,17.876527777777774
2013-08-05,29.236224747474747
2013-08-06,12.801926328502413
2013-08-07,13.530923913043479
2013-08-08,17.665972222222223
2013-08-09,31.232361111111107
2013-08-10,16.573055555555555
2013-08-11,16.244305555555556
2013-08-12,21.023851010101012
2013-08-13,18.00260101010101
2013-08-14,30.010881642512075
2013-08-15,40.065555555555555
2013-08-16,36.67611111111111
2013-08-17,19.383677536231882
2013-08-18,19.904166666666665
2013-08-19,25.320972222222224
